locale,key,locale_value,status,fr_value
hi,label_context,Contexte,placeholder,Contexte
hi,label_error_message,"Message d'erreur",placeholder,"Message d'erreur"
hi,possible_causes,"Causes possibles",placeholder,"Causes possibles"
hi,cause_daily_limit,"Limite quotidienne atteinte",placeholder,"Limite quotidienne atteinte"
hi,cause_daily_limit_details,"La plateforme d'envoi peut limiter le nombre d'emails par jour.",placeholder,"La plateforme d'envoi peut limiter le nombre d'emails par jour."
hi,cause_smtp_connection,"Problème de connexion SMTP",placeholder,"Problème de connexion SMTP"
hi,cause_smtp_connection_details,"Le serveur SMTP peut être temporairement indisponible.",placeholder,"Le serveur SMTP peut être temporairement indisponible."
hi,cause_auth_failed,"Authentification échouée",placeholder,"Authentification échouée"
hi,cause_auth_failed_details,"Vérifiez les identifiants dans le fichier .env",placeholder,"Vérifiez les identifiants dans le fichier .env"
hi,cause_app_password_revoked,"Mot de passe d'application expiré",placeholder,"Mot de passe d'application expiré"
hi,cause_app_password_revoked_details,"Le mot de passe d'application peut avoir été révoqué ou expiré.",placeholder,"Le mot de passe d'application peut avoir été révoqué ou expiré."
hi,recommended_actions,"Actions recommandées",placeholder,"Actions recommandées"
hi,action_if_limit,"Si limite atteinte",placeholder,"Si limite atteinte"
hi,action_if_limit_details,"Attendez jusqu'à demain (réinitialisation à minuit PST).",placeholder,"Attendez jusqu'à demain (réinitialisation à minuit PST)."
hi,action_check_logs,"Vérifier les logs",placeholder,"Vérifier les logs"
hi,action_check_logs_details,"Consultez storage/logs/laravel.log",placeholder,"Consultez storage/logs/laravel.log"
hi,action_test_connection,"Tester la connexion",placeholder,"Tester la connexion"
hi,action_check_config,"Vérifier la configuration",placeholder,"Vérifier la configuration"
hi,action_check_config_details,"Contrôlez les paramètres SMTP dans le fichier .env",placeholder,"Contrôlez les paramètres SMTP dans le fichier .env"
hi,action_regenerate_password,"Régénérer le mot de passe",placeholder,"Régénérer le mot de passe"
hi,action_regenerate_password_details,"Si nécessaire, créez un nouveau mot de passe d'application.",placeholder,"Si nécessaire, créez un nouveau mot de passe d'application."
hi,system_information,"Informations système",placeholder,"Informations système"
hi,label_smtp_server,"Serveur SMTP",placeholder,"Serveur SMTP"
hi,label_port,Port,placeholder,Port
hi,label_account,Compte,placeholder,Compte
hi,label_environment,Environnement,placeholder,Environnement
hi,alert_auto_generated_notice,"Cette alerte est automatique. L'application continue de fonctionner normalement, mais les emails ne sont pas envoyés.",placeholder,"Cette alerte est automatique. L'application continue de fonctionner normalement, mais les emails ne sont pas envoyés."
hi,account_management_system,"Système de gestion des comptes",placeholder,"Système de gestion des comptes"
hi,alert_generated_by_safemail,"Cette alerte a été générée automatiquement par le système SafeMailService",placeholder,"Cette alerte a été générée automatiquement par le système SafeMailService"
hi,contact_technical_team,"Pour toute question, contactez votre équipe technique",placeholder,"Pour toute question, contactez votre équipe technique"
hi,password_reset_title,"Réinitialisation de mot de passe - TRANSFERFLUX",placeholder,"Réinitialisation de mot de passe - TRANSFERFLUX"
hi,password_reset_heading,"Réinitialisation de mot de passe",placeholder,"Réinitialisation de mot de passe"
hi,greeting_simple_name,"Bonjour :name,",placeholder,"Bonjour :name,"
hi,password_reset_reason,"Vous recevez cet e-mail car nous avons reçu une demande de réinitialisation de votre mot de passe.",placeholder,"Vous recevez cet e-mail car nous avons reçu une demande de réinitialisation de votre mot de passe."
hi,password_reset_click_link,"Veuillez cliquer sur le lien ci-dessous pour réinitialiser votre mot de passe :",placeholder,"Veuillez cliquer sur le lien ci-dessous pour réinitialiser votre mot de passe :"
hi,password_reset_no_action_needed,"Si vous n'avez pas demandé de réinitialisation de mot de passe, aucune autre action n'est requise.",placeholder,"Si vous n'avez pas demandé de réinitialisation de mot de passe, aucune autre action n'est requise."
hi,thank_you_using_brand,"Merci d'utiliser TRANSFERFLUX !",placeholder,"Merci d'utiliser TRANSFERFLUX !"
hmn,compte_created_subject,"Ouverture de compte - TRANSFERFLUX",placeholder,"Ouverture de compte - TRANSFERFLUX"
hmn,compte_created_title,"Ouverture de compte sur TRANSFERFLUX",placeholder,"Ouverture de compte sur TRANSFERFLUX"
hmn,greeting,"Bonjour :name,",placeholder,"Bonjour :name,"
hmn,compte_created_message,"Nous avons le plaisir de vous informer que votre compte a été créé avec succès et crédité d'un montant de <strong>:balance :currency</strong>.",placeholder,"Nous avons le plaisir de vous informer que votre compte a été créé avec succès et crédité d'un montant de <strong>:balance :currency</strong>."
hmn,credentials_title,"Vos identifiants sont:",placeholder,"Vos identifiants sont:"
hmn,label_email,Email,placeholder,Email
hmn,label_password,"Mot de passe",placeholder,"Mot de passe"
hmn,label_initial_balance,"💰 Solde initial:",placeholder,"💰 Solde initial:"
hmn,cta_login,"Connectez-vous à votre espace client",placeholder,"Connectez-vous à votre espace client"
hmn,info_access,"Vous pouvez maintenant accéder à votre compte et profiter de nos services.",placeholder,"Vous pouvez maintenant accéder à votre compte et profiter de nos services."
hmn,support_contact,"Si vous avez des questions ou si vous avez besoin de plus d'informations, <a href=""#"" class=""support-link"">contactez notre support</a>.",placeholder,"Si vous avez des questions ou si vous avez besoin de plus d'informations, <a href=""#"" class=""support-link"">contactez notre support</a>."
hmn,footer_thanks,"Merci d\'utiliser TRANSFERFLUX !",placeholder,"Merci d\'utiliser TRANSFERFLUX !"
hmn,footer_brand,TRANSFERFLUX,placeholder,TRANSFERFLUX
hmn,footer_partner,"Votre partenaire financier de confiance 🏦",placeholder,"Votre partenaire financier de confiance 🏦"
hmn,virement_success_subject,"Virement effectué avec succès - TRANSFERFLUX",placeholder,"Virement effectué avec succès - TRANSFERFLUX"
hmn,virement_success_title,"Virement Effectué avec Succès",placeholder,"Virement Effectué avec Succès"
hmn,virement_success_message,"Nous vous informons que votre virement a été effectué avec succès.",placeholder,"Nous vous informons que votre virement a été effectué avec succès."
hmn,virement_failed_subject,"Échec de virement - TRANSFERFLUX",placeholder,"Échec de virement - TRANSFERFLUX"
hmn,virement_failed_title,"Échec de Virement",placeholder,"Échec de Virement"
hmn,virement_failed_message,"Nous vous informons que votre virement a échoué.",placeholder,"Nous vous informons que votre virement a échoué."
hmn,details_title,"Détails du virement",placeholder,"Détails du virement"
hmn,label_amount,"💰 Montant :",placeholder,"💰 Montant :"
hmn,label_date,"📅 Date :",placeholder,"📅 Date :"
hmn,label_beneficiary,"👤 Bénéficiaire :",placeholder,"👤 Bénéficiaire :"
hmn,virement_notice,"Le traitement du transfert sera effectué dans les 1-3 jours ouvrables.",placeholder,"Le traitement du transfert sera effectué dans les 1-3 jours ouvrables."
hmn,thanks,"Merci,",placeholder,"Merci,"
hmn,contact_support_for_info,"Pour plus d'informations, veuillez contacter notre service client.",placeholder,"Pour plus d'informations, veuillez contacter notre service client."
hmn,regards,"Cordialement,",placeholder,"Cordialement,"
hmn,service_client,"Service Client",placeholder,"Service Client"
hmn,auto_generated_notice,"Cet email a été envoyé automatiquement, merci de ne pas y répondre directement.",placeholder,"Cet email a été envoyé automatiquement, merci de ne pas y répondre directement."
hmn,compte_activated_title,"Compte Activé - TRANSFERFLUX",placeholder,"Compte Activé - TRANSFERFLUX"
hmn,compte_activated_heading,"Compte Activé avec Succès",placeholder,"Compte Activé avec Succès"
hmn,good_news,"✅ Bonne nouvelle :",placeholder,"✅ Bonne nouvelle :"
hmn,compte_activated_message,"Votre compte TRANSFERFLUX a été activé et est désormais pleinement opérationnel !",placeholder,"Votre compte TRANSFERFLUX a été activé et est désormais pleinement opérationnel !"
hmn,compte_activated_explanation,"Vous pouvez effectuer toutes vos transactions en toute sécurité.",placeholder,"Vous pouvez effectuer toutes vos transactions en toute sécurité."
hmn,label_holder,Titulaire,placeholder,Titulaire
hmn,label_current_balance,"Solde actuel",placeholder,"Solde actuel"
hmn,label_status,Statut,placeholder,Statut
hmn,status_active,ACTIVÉ,placeholder,ACTIVÉ
hmn,you_can_now,"Vous pouvez maintenant :",placeholder,"Vous pouvez maintenant :"
hmn,can_make_transfers,"Effectuer des virements et transferts",placeholder,"Effectuer des virements et transferts"
hmn,check_balance,"Consulter votre solde en temps réel",placeholder,"Consulter votre solde en temps réel"
hmn,manage_transactions,"Gérer vos transactions en toute sécurité",placeholder,"Gérer vos transactions en toute sécurité"
hmn,access_services,"Accéder à tous nos services bancaires",placeholder,"Accéder à tous nos services bancaires"
hmn,thanks_welcome,"Merci de votre confiance et bienvenue dans la famille TRANSFERFLUX !",placeholder,"Merci de votre confiance et bienvenue dans la famille TRANSFERFLUX !"
hmn,unlock_code_used_title,"Code de Déblocage Utilisé - TRANSFERFLUX",placeholder,"Code de Déblocage Utilisé - TRANSFERFLUX"
hmn,unlock_code_used_heading,"Code de Déblocage Utilisé",placeholder,"Code de Déblocage Utilisé"
hmn,greeting_simple,"Bonjour,",placeholder,"Bonjour,"
hmn,info_notification,"ℹ️ Notification :",placeholder,"ℹ️ Notification :"
hmn,unlock_code_used_alert,"Un code de déblocage vient d'être utilisé sur votre compte.",placeholder,"Un code de déblocage vient d'être utilisé sur votre compte."
hmn,unlock_code_used_explanation,"Nous vous informons qu'un code de déblocage a été saisi et validé pour une transaction.",placeholder,"Nous vous informons qu'un code de déblocage a été saisi et validé pour une transaction."
hmn,label_date_time,"Date et heure",placeholder,"Date et heure"
hmn,label_transfer_amount,"Montant du transfert",placeholder,"Montant du transfert"
hmn,label_recipient,Destinataire,placeholder,Destinataire
hmn,urgent_if_not_you,"⚠️ Si vous n'êtes pas à l'origine de cette action :",placeholder,"⚠️ Si vous n'êtes pas à l'origine de cette action :"
hmn,contact_support_immediately,"Contactez immédiatement notre service client",placeholder,"Contactez immédiatement notre service client"
hmn,check_recent_transactions,"Vérifiez toutes vos transactions récentes",placeholder,"Vérifiez toutes vos transactions récentes"
hmn,change_access_codes,"Changez vos codes d'accès par mesure de sécurité",placeholder,"Changez vos codes d'accès par mesure de sécurité"
hmn,if_legitimate,"✅ Si cette action est légitime :",placeholder,"✅ Si cette action est légitime :"
hmn,client_can_finalize,"Votre client peut maintenant finaliser sa transaction en toute sécurité.",placeholder,"Votre client peut maintenant finaliser sa transaction en toute sécurité."
hmn,transfer_unlock_code_title,"Code de déblocage - TRANSFERFLUX",placeholder,"Code de déblocage - TRANSFERFLUX"
hmn,transfer_unlock_heading,"Code de déblocage du virement",placeholder,"Code de déblocage du virement"
hmn,transfer_unlock_message_intro,"Votre code de déblocage pour le virement est indiqué ci-dessous :",placeholder,"Votre code de déblocage pour le virement est indiqué ci-dessous :"
hmn,transfer_unlock_code_label,"Le code est :",placeholder,"Le code est :"
hmn,your_unlock_code,"Votre Code de Déblocage",placeholder,"Votre Code de Déblocage"
hmn,do_not_share_unlock_code,"Ne partagez pas votre code de déblocage !!",placeholder,"Ne partagez pas votre code de déblocage !!"
hmn,unlock_code_personal_confidential,"Ce code est strictement personnel et confidentiel.",placeholder,"Ce code est strictement personnel et confidentiel."
hmn,unlock_code_needed_finalize,"Ce code est nécessaire pour finaliser votre opération de transfert.",placeholder,"Ce code est nécessaire pour finaliser votre opération de transfert."
hmn,contact_support_for_questions,"Pour toute question, contactez notre service client.",placeholder,"Pour toute question, contactez notre service client."
hmn,welcome_title,"Bienvenue - TRANSFERFLUX",placeholder,"Bienvenue - TRANSFERFLUX"
hmn,welcome_heading,"Bienvenue sur FLASH COMPTE",placeholder,"Bienvenue sur FLASH COMPTE"
hmn,welcome_message,"Merci d'avoir créé un compte. Nous sommes ravis de vous accueillir !",placeholder,"Merci d'avoir créé un compte. Nous sommes ravis de vous accueillir !"
hmn,login_credentials_title,"📧 Vos identifiants de connexion :",placeholder,"📧 Vos identifiants de connexion :"
hmn,access_member_area,"Vous pouvez accéder à l'espace membre de votre compte pour visualiser nos services et profiter de toutes nos fonctionnalités.",placeholder,"Vous pouvez accéder à l'espace membre de votre compte pour visualiser nos services et profiter de toutes nos fonctionnalités."
hmn,pleasure_to_assist,"Au plaisir de vous accompagner dans vos opérations financières !",placeholder,"Au plaisir de vous accompagner dans vos opérations financières !"
hmn,balance_decreased_title,"Diminution de solde - TRANSFERFLUX",placeholder,"Diminution de solde - TRANSFERFLUX"
hmn,balance_decreased_heading,"Diminution de Solde",placeholder,"Diminution de Solde"
hmn,balance_decreased_message,"Nous souhaitons vous informer que votre solde a été diminué.",placeholder,"Nous souhaitons vous informer que votre solde a été diminué."
hmn,operation_details,"Détails de l'opération",placeholder,"Détails de l'opération"
hmn,label_amount_deducted,"Montant déduit",placeholder,"Montant déduit"
hmn,label_new_balance,"Nouveau solde",placeholder,"Nouveau solde"
hmn,contact_us_if_questions,"Si vous avez des questions ou avez besoin d'assistance, n'hésitez pas à nous contacter.",placeholder,"Si vous avez des questions ou avez besoin d'assistance, n'hésitez pas à nous contacter."
hmn,balance_increased_title,"Augmentation de solde - TRANSFERFLUX",placeholder,"Augmentation de solde - TRANSFERFLUX"
hmn,balance_increased_heading,"Augmentation de Solde",placeholder,"Augmentation de Solde"
hmn,balance_increased_message,"Nous souhaitons vous informer que votre solde a été augmenté avec succès.",placeholder,"Nous souhaitons vous informer que votre solde a été augmenté avec succès."
hmn,label_amount_added,"Montant ajouté",placeholder,"Montant ajouté"
hmn,thank_you_trust,"Merci de votre confiance !",placeholder,"Merci de votre confiance !"
hmn,refund_title,"Remboursement - TRANSFERFLUX",placeholder,"Remboursement - TRANSFERFLUX"
hmn,refund_heading,"Échec de Virement / Remboursement du Solde",placeholder,"Échec de Virement / Remboursement du Solde"
hmn,refund_message,"Nous regrettons de vous informer que votre tentative de virement a échoué.",placeholder,"Nous regrettons de vous informer que votre tentative de virement a échoué."
hmn,transfer_details,"Détails du virement",placeholder,"Détails du virement"
hmn,label_transfer_date,"Date du Virement",placeholder,"Date du Virement"
hmn,label_transfer_reason,"Motif du Virement",placeholder,"Motif du Virement"
hmn,refund_amount_text,"Le montant de <strong>:amount</strong> a été remboursé sur votre compte.",placeholder,"Le montant de <strong>:amount</strong> a été remboursé sur votre compte."
hmn,refund_apology_contact,"Nous nous excusons pour la gêne occasionnée. Si vous avez des questions ou avez besoin d'assistance, n'hésitez pas à nous contacter.",placeholder,"Nous nous excusons pour la gêne occasionnée. Si vous avez des questions ou avez besoin d'assistance, n'hésitez pas à nous contacter."
hmn,mail_error_alert_title,"Alerte Échec Email",placeholder,"Alerte Échec Email"
hmn,system_alert,"⚠️ ALERTE SYSTÈME",placeholder,"⚠️ ALERTE SYSTÈME"
hmn,mail_send_failure_detected,"Échec d'envoi d'email détecté",placeholder,"Échec d'envoi d'email détecté"
hmn,email_sending_problem,"Problème d'envoi d'email",placeholder,"Problème d'envoi d'email"
hmn,email_send_failure_explanation,"Un email n'a pas pu être envoyé. Cela peut indiquer que la limite quotidienne a été atteinte ou qu'il y a un problème avec le serveur SMTP.",placeholder,"Un email n'a pas pu être envoyé. Cela peut indiquer que la limite quotidienne a été atteinte ou qu'il y a un problème avec le serveur SMTP."
hmn,error_details,"Détails de l'erreur",placeholder,"Détails de l'erreur"
hmn,label_failed_recipient,"Destinataire concerné",placeholder,"Destinataire concerné"
hmn,label_context,Contexte,placeholder,Contexte
hmn,label_error_message,"Message d'erreur",placeholder,"Message d'erreur"
hmn,possible_causes,"Causes possibles",placeholder,"Causes possibles"
hmn,cause_daily_limit,"Limite quotidienne atteinte",placeholder,"Limite quotidienne atteinte"
hmn,cause_daily_limit_details,"La plateforme d'envoi peut limiter le nombre d'emails par jour.",placeholder,"La plateforme d'envoi peut limiter le nombre d'emails par jour."
hmn,cause_smtp_connection,"Problème de connexion SMTP",placeholder,"Problème de connexion SMTP"
hmn,cause_smtp_connection_details,"Le serveur SMTP peut être temporairement indisponible.",placeholder,"Le serveur SMTP peut être temporairement indisponible."
hmn,cause_auth_failed,"Authentification échouée",placeholder,"Authentification échouée"
hmn,cause_auth_failed_details,"Vérifiez les identifiants dans le fichier .env",placeholder,"Vérifiez les identifiants dans le fichier .env"
hmn,cause_app_password_revoked,"Mot de passe d'application expiré",placeholder,"Mot de passe d'application expiré"
hmn,cause_app_password_revoked_details,"Le mot de passe d'application peut avoir été révoqué ou expiré.",placeholder,"Le mot de passe d'application peut avoir été révoqué ou expiré."
hmn,recommended_actions,"Actions recommandées",placeholder,"Actions recommandées"
hmn,action_if_limit,"Si limite atteinte",placeholder,"Si limite atteinte"
hmn,action_if_limit_details,"Attendez jusqu'à demain (réinitialisation à minuit PST).",placeholder,"Attendez jusqu'à demain (réinitialisation à minuit PST)."
hmn,action_check_logs,"Vérifier les logs",placeholder,"Vérifier les logs"
hmn,action_check_logs_details,"Consultez storage/logs/laravel.log",placeholder,"Consultez storage/logs/laravel.log"
hmn,action_test_connection,"Tester la connexion",placeholder,"Tester la connexion"
hmn,action_check_config,"Vérifier la configuration",placeholder,"Vérifier la configuration"
hmn,action_check_config_details,"Contrôlez les paramètres SMTP dans le fichier .env",placeholder,"Contrôlez les paramètres SMTP dans le fichier .env"
hmn,action_regenerate_password,"Régénérer le mot de passe",placeholder,"Régénérer le mot de passe"
hmn,action_regenerate_password_details,"Si nécessaire, créez un nouveau mot de passe d'application.",placeholder,"Si nécessaire, créez un nouveau mot de passe d'application."
hmn,system_information,"Informations système",placeholder,"Informations système"
hmn,label_smtp_server,"Serveur SMTP",placeholder,"Serveur SMTP"
hmn,label_port,Port,placeholder,Port
hmn,label_account,Compte,placeholder,Compte
hmn,label_environment,Environnement,placeholder,Environnement
hmn,alert_auto_generated_notice,"Cette alerte est automatique. L'application continue de fonctionner normalement, mais les emails ne sont pas envoyés.",placeholder,"Cette alerte est automatique. L'application continue de fonctionner normalement, mais les emails ne sont pas envoyés."
hmn,account_management_system,"Système de gestion des comptes",placeholder,"Système de gestion des comptes"
hmn,alert_generated_by_safemail,"Cette alerte a été générée automatiquement par le système SafeMailService",placeholder,"Cette alerte a été générée automatiquement par le système SafeMailService"
hmn,contact_technical_team,"Pour toute question, contactez votre équipe technique",placeholder,"Pour toute question, contactez votre équipe technique"
hmn,password_reset_title,"Réinitialisation de mot de passe - TRANSFERFLUX",placeholder,"Réinitialisation de mot de passe - TRANSFERFLUX"
hmn,password_reset_heading,"Réinitialisation de mot de passe",placeholder,"Réinitialisation de mot de passe"
hmn,greeting_simple_name,"Bonjour :name,",placeholder,"Bonjour :name,"
hmn,password_reset_reason,"Vous recevez cet e-mail car nous avons reçu une demande de réinitialisation de votre mot de passe.",placeholder,"Vous recevez cet e-mail car nous avons reçu une demande de réinitialisation de votre mot de passe."
hmn,password_reset_click_link,"Veuillez cliquer sur le lien ci-dessous pour réinitialiser votre mot de passe :",placeholder,"Veuillez cliquer sur le lien ci-dessous pour réinitialiser votre mot de passe :"
hmn,password_reset_no_action_needed,"Si vous n'avez pas demandé de réinitialisation de mot de passe, aucune autre action n'est requise.",placeholder,"Si vous n'avez pas demandé de réinitialisation de mot de passe, aucune autre action n'est requise."
hmn,thank_you_using_brand,"Merci d'utiliser TRANSFERFLUX !",placeholder,"Merci d'utiliser TRANSFERFLUX !"
hr,compte_created_subject,,missing,"Ouverture de compte - TRANSFERFLUX"
hr,compte_created_title,,missing,"Ouverture de compte sur TRANSFERFLUX"
hr,greeting,,missing,"Bonjour :name,"
hr,compte_created_message,,missing,"Nous avons le plaisir de vous informer que votre compte a été créé avec succès et crédité d'un montant de <strong>:balance :currency</strong>."
hr,credentials_title,,missing,"Vos identifiants sont:"
hr,label_email,,missing,Email
hr,label_password,,missing,"Mot de passe"
hr,label_initial_balance,,missing,"💰 Solde initial:"
hr,cta_login,,missing,"Connectez-vous à votre espace client"
hr,info_access,,missing,"Vous pouvez maintenant accéder à votre compte et profiter de nos services."
hr,support_contact,,missing,"Si vous avez des questions ou si vous avez besoin de plus d'informations, <a href=""#"" class=""support-link"">contactez notre support</a>."
hr,footer_thanks,,missing,"Merci d\'utiliser TRANSFERFLUX !"
hr,footer_brand,,missing,TRANSFERFLUX
hr,footer_partner,,missing,"Votre partenaire financier de confiance 🏦"
hr,virement_success_subject,,missing,"Virement effectué avec succès - TRANSFERFLUX"
hr,virement_success_title,,missing,"Virement Effectué avec Succès"
hr,virement_success_message,,missing,"Nous vous informons que votre virement a été effectué avec succès."
hr,virement_failed_subject,,missing,"Échec de virement - TRANSFERFLUX"
hr,virement_failed_title,,missing,"Échec de Virement"
hr,virement_failed_message,,missing,"Nous vous informons que votre virement a échoué."
hr,details_title,,missing,"Détails du virement"
hr,label_amount,,missing,"💰 Montant :"
hr,label_date,,missing,"📅 Date :"
hr,label_beneficiary,,missing,"👤 Bénéficiaire :"
hr,virement_notice,,missing,"Le traitement du transfert sera effectué dans les 1-3 jours ouvrables."
hr,thanks,,missing,"Merci,"
hr,contact_support_for_info,,missing,"Pour plus d'informations, veuillez contacter notre service client."
hr,regards,,missing,"Cordialement,"
hr,service_client,,missing,"Service Client"
hr,auto_generated_notice,,missing,"Cet email a été envoyé automatiquement, merci de ne pas y répondre directement."
hr,compte_activated_title,,missing,"Compte Activé - TRANSFERFLUX"
hr,compte_activated_heading,,missing,"Compte Activé avec Succès"
hr,good_news,,missing,"✅ Bonne nouvelle :"
hr,compte_activated_message,,missing,"Votre compte TRANSFERFLUX a été activé et est désormais pleinement opérationnel !"
hr,compte_activated_explanation,,missing,"Vous pouvez effectuer toutes vos transactions en toute sécurité."
hr,label_holder,,missing,Titulaire
hr,label_current_balance,,missing,"Solde actuel"
hr,label_status,,missing,Statut
hr,status_active,,missing,ACTIVÉ
hr,you_can_now,,missing,"Vous pouvez maintenant :"
hr,can_make_transfers,,missing,"Effectuer des virements et transferts"
hr,check_balance,,missing,"Consulter votre solde en temps réel"
hr,manage_transactions,,missing,"Gérer vos transactions en toute sécurité"
hr,access_services,,missing,"Accéder à tous nos services bancaires"
hr,thanks_welcome,,missing,"Merci de votre confiance et bienvenue dans la famille TRANSFERFLUX !"
hr,unlock_code_used_title,,missing,"Code de Déblocage Utilisé - TRANSFERFLUX"
hr,unlock_code_used_heading,,missing,"Code de Déblocage Utilisé"
hr,greeting_simple,,missing,"Bonjour,"
hr,info_notification,,missing,"ℹ️ Notification :"
hr,unlock_code_used_alert,,missing,"Un code de déblocage vient d'être utilisé sur votre compte."
hr,unlock_code_used_explanation,,missing,"Nous vous informons qu'un code de déblocage a été saisi et validé pour une transaction."
hr,label_date_time,,missing,"Date et heure"
hr,label_transfer_amount,,missing,"Montant du transfert"
hr,label_recipient,,missing,Destinataire
hr,urgent_if_not_you,,missing,"⚠️ Si vous n'êtes pas à l'origine de cette action :"
hr,contact_support_immediately,,missing,"Contactez immédiatement notre service client"
hr,check_recent_transactions,,missing,"Vérifiez toutes vos transactions récentes"
hr,change_access_codes,,missing,"Changez vos codes d'accès par mesure de sécurité"
hr,if_legitimate,,missing,"✅ Si cette action est légitime :"
hr,client_can_finalize,,missing,"Votre client peut maintenant finaliser sa transaction en toute sécurité."
hr,transfer_unlock_code_title,,missing,"Code de déblocage - TRANSFERFLUX"
hr,transfer_unlock_heading,,missing,"Code de déblocage du virement"
hr,transfer_unlock_message_intro,,missing,"Votre code de déblocage pour le virement est indiqué ci-dessous :"
hr,transfer_unlock_code_label,,missing,"Le code est :"
hr,your_unlock_code,,missing,"Votre Code de Déblocage"
hr,do_not_share_unlock_code,,missing,"Ne partagez pas votre code de déblocage !!"
hr,unlock_code_personal_confidential,,missing,"Ce code est strictement personnel et confidentiel."
hr,unlock_code_needed_finalize,,missing,"Ce code est nécessaire pour finaliser votre opération de transfert."
hr,contact_support_for_questions,,missing,"Pour toute question, contactez notre service client."
hr,welcome_title,,missing,"Bienvenue - TRANSFERFLUX"
hr,welcome_heading,,missing,"Bienvenue sur FLASH COMPTE"
hr,welcome_message,,missing,"Merci d'avoir créé un compte. Nous sommes ravis de vous accueillir !"
hr,login_credentials_title,,missing,"📧 Vos identifiants de connexion :"
hr,access_member_area,,missing,"Vous pouvez accéder à l'espace membre de votre compte pour visualiser nos services et profiter de toutes nos fonctionnalités."
hr,pleasure_to_assist,,missing,"Au plaisir de vous accompagner dans vos opérations financières !"
hr,balance_decreased_title,,missing,"Diminution de solde - TRANSFERFLUX"
hr,balance_decreased_heading,,missing,"Diminution de Solde"
hr,balance_decreased_message,,missing,"Nous souhaitons vous informer que votre solde a été diminué."
hr,operation_details,,missing,"Détails de l'opération"
hr,label_amount_deducted,,missing,"Montant déduit"
hr,label_new_balance,,missing,"Nouveau solde"
hr,contact_us_if_questions,,missing,"Si vous avez des questions ou avez besoin d'assistance, n'hésitez pas à nous contacter."
hr,balance_increased_title,,missing,"Augmentation de solde - TRANSFERFLUX"
hr,balance_increased_heading,,missing,"Augmentation de Solde"
hr,balance_increased_message,,missing,"Nous souhaitons vous informer que votre solde a été augmenté avec succès."
hr,label_amount_added,,missing,"Montant ajouté"
hr,thank_you_trust,,missing,"Merci de votre confiance !"
hr,refund_title,,missing,"Remboursement - TRANSFERFLUX"
hr,refund_heading,,missing,"Échec de Virement / Remboursement du Solde"
hr,refund_message,,missing,"Nous regrettons de vous informer que votre tentative de virement a échoué."
hr,transfer_details,,missing,"Détails du virement"
hr,label_transfer_date,,missing,"Date du Virement"
hr,label_transfer_reason,,missing,"Motif du Virement"
hr,refund_amount_text,,missing,"Le montant de <strong>:amount</strong> a été remboursé sur votre compte."
hr,refund_apology_contact,,missing,"Nous nous excusons pour la gêne occasionnée. Si vous avez des questions ou avez besoin d'assistance, n'hésitez pas à nous contacter."
hr,mail_error_alert_title,,missing,"Alerte Échec Email"
hr,system_alert,,missing,"⚠️ ALERTE SYSTÈME"
hr,mail_send_failure_detected,,missing,"Échec d'envoi d'email détecté"
hr,email_sending_problem,,missing,"Problème d'envoi d'email"
hr,email_send_failure_explanation,,missing,"Un email n'a pas pu être envoyé. Cela peut indiquer que la limite quotidienne a été atteinte ou qu'il y a un problème avec le serveur SMTP."
hr,error_details,,missing,"Détails de l'erreur"
hr,label_failed_recipient,,missing,"Destinataire concerné"
hr,label_context,,missing,Contexte
hr,label_error_message,,missing,"Message d'erreur"
hr,possible_causes,,missing,"Causes possibles"
hr,cause_daily_limit,,missing,"Limite quotidienne atteinte"
hr,cause_daily_limit_details,,missing,"La plateforme d'envoi peut limiter le nombre d'emails par jour."
hr,cause_smtp_connection,,missing,"Problème de connexion SMTP"
hr,cause_smtp_connection_details,,missing,"Le serveur SMTP peut être temporairement indisponible."
hr,cause_auth_failed,,missing,"Authentification échouée"
hr,cause_auth_failed_details,,missing,"Vérifiez les identifiants dans le fichier .env"
hr,cause_app_password_revoked,,missing,"Mot de passe d'application expiré"
hr,cause_app_password_revoked_details,,missing,"Le mot de passe d'application peut avoir été révoqué ou expiré."
hr,recommended_actions,,missing,"Actions recommandées"
hr,action_if_limit,,missing,"Si limite atteinte"
hr,action_if_limit_details,,missing,"Attendez jusqu'à demain (réinitialisation à minuit PST)."
hr,action_check_logs,,missing,"Vérifier les logs"
hr,action_check_logs_details,,missing,"Consultez storage/logs/laravel.log"
hr,action_test_connection,,missing,"Tester la connexion"
hr,action_check_config,,missing,"Vérifier la configuration"
hr,action_check_config_details,,missing,"Contrôlez les paramètres SMTP dans le fichier .env"
hr,action_regenerate_password,,missing,"Régénérer le mot de passe"
hr,action_regenerate_password_details,,missing,"Si nécessaire, créez un nouveau mot de passe d'application."
hr,system_information,,missing,"Informations système"
hr,label_smtp_server,,missing,"Serveur SMTP"
hr,label_port,,missing,Port
hr,label_account,,missing,Compte
hr,label_environment,,missing,Environnement
hr,alert_auto_generated_notice,,missing,"Cette alerte est automatique. L'application continue de fonctionner normalement, mais les emails ne sont pas envoyés."
hr,account_management_system,,missing,"Système de gestion des comptes"
hr,alert_generated_by_safemail,,missing,"Cette alerte a été générée automatiquement par le système SafeMailService"
hr,contact_technical_team,,missing,"Pour toute question, contactez votre équipe technique"
hr,password_reset_title,,missing,"Réinitialisation de mot de passe - TRANSFERFLUX"
